,Tokens
28418,high-grad
28419,282.11
28420,"42,094"
28421,prudenc
28422,gillard
28423,134
28424,carson
28425,60-kilo
28426,dollar
28427,marcov
28428,olin
28429,1.17
28430,11.75p
28431,upbeat
28432,littl
28433,light
28434,27.41
28435,petrofina
28436,3.46
28437,fund
28438,mangan
28439,fbt
28440,underpr
28441,acquisiton
28442,btu
28443,azusa
28444,port-by-port
28445,598
28446,"3,299"
28447,kika
28448,elecetr
28449,westfield
28450,macomb
28451,"2,073,000"
28452,99.19
28453,15-june
28454,"444,975"
28455,fumbl
28456,16.50
28457,napl
28458,"3,564,200"
28459,"659,271"
28460,mae
28461,huron
28462,side
28463,citrosuco
28464,"1,118.30"
28465,sydney
28466,clops
28467,born
28468,underscor
28469,f-14
28470,climat
28471,38.64
28472,2.57
28473,bio-chem
28474,sgl
28475,low-cost
28476,evan
28477,206.6
28478,under-develop
28479,100.1
28480,wim
28481,eurodollar
28482,"2,673,141"
28483,celebr
28484,frozen
28485,488.3
28486,silicone-co
28487,guid
28488,22.0
28489,"962,016"
28490,october-november-decemb
28491,ppc
28492,bogota
28493,"1,536,000"
28494,ron
28495,421
28496,"23,803"
28497,cole
28498,com-tel
28499,kirinyaga
28500,stuart
28501,"146,000"
28502,110.52
28503,43.39
28504,575
28505,horizon
28506,1.34
28507,compass
28508,syndrom
28509,"63,111"
28510,lest
28511,"4,454,031"
28512,scarciti
28513,dave
28514,non-merchandis
28515,fli
28516,shallow
28517,scott
28518,brookehil
28519,enter
28520,reshap
28521,der
28522,150.5
28523,"39,598,000"
28524,yearago
28525,"1,389,600"
28526,nev
28527,sconninx
28528,58.2
28529,habbema
28530,ko
28531,"28,670"
28532,bayl
28533,25.57
28534,226.42
28535,wish
28536,"1,323"
28537,44.05
28538,fire-damag
28539,"1,607"
28540,mohler
28541,empow
28542,dist.l
28543,cben
28544,"2,164,000"
28545,pickup
28546,"9,362,197"
28547,shill
28548,taunton
28549,full-year
28550,2.28
28551,non-recur
28552,189.1
28553,80.7
28554,applianc
28555,immun
28556,pioneer
28557,"882,869"
28558,sceptr
28559,rocket
28560,ekonomicheskaya
28561,non-woven
28562,peidmont
28563,tlci
28564,z
28565,montreal-bas
28566,gabelli
28567,prn
28568,fatal
28569,"48,567"
28570,29.6
28571,also
28572,in
28573,bangkok
28574,32p
28575,txa
28576,go-ahead
28577,"2,660,000"
28578,gemini
28579,"3,200,000"
28580,"36,400"
28581,"102,350"
28582,matter
28583,evid
28584,sao
28585,nkkt.t
28586,matr.pa
28587,seacaucu
28588,"773,000"
28589,hcl
28590,drought-reduc
28591,mthli
28592,bethlehem
28593,r-minn.
28594,3.77
28595,r-tex
28596,cast
28597,cenergi
28598,73.7
28599,ctp
28600,310
28601,hurdl
28602,cobey
28603,july-septemb
28604,"10,533"
28605,"23,024"
28606,eaug.pa
28607,oconomowoc
28608,8.05
28609,bailout
28610,"28,188"
28611,"2,150"
28612,indonesian
28613,debt-servic
28614,8.4
28615,re-invest
28616,reach
28617,regatta
28618,94.8
28619,"39,900"
28620,overbeek
28621,"98,648"
28622,prescrib
28623,rni
28624,degunzberg
28625,"26,108"
28626,bangemann
28627,understand
28628,levesqu
28629,"899,000"
28630,basra
28631,trenton
28632,7.13
28633,446.8
28634,porsch
28635,cervecera
28636,sbiz
28637,112.9
28638,non-convert
28639,coppernickl
28640,747
28641,montana
28642,36.6
28643,fashion
28644,"435,727"
28645,49.2
28646,610.9
28647,noland
28648,4.29
28649,"2,494,900"
28650,"7,052"
28651,flinston
28652,"8,329,492"
28653,cdt
28654,matloff
28655,bhpgm
28656,268.9
28657,likelihood
28658,60-mln-dlr
28659,repackag
28660,"84,960"
28661,lo-vaca
28662,plc
28663,cardin
28664,"462,048"
28665,8.84
28666,74.2
28667,rat
28668,"658,500"
28669,6.80
28670,"4,787,000"
28671,redec
28672,ric
28673,hailey
28674,arbb.br
28675,15.50
28676,proper
28677,radio
28678,"216,049"
28679,rtrs.l
28680,duress
28681,"2,285,000"
28682,resurfac
28683,troublesom
28684,29.2
28685,"2,598,000"
28686,blla.
28687,decent
28688,citgo
28689,high-qual
28690,denman
28691,"4,383,825"
28692,sedio
28693,postsplit
28694,rowenta
28695,warm
28696,3.91
28697,tani
28698,ufcw
28699,schade
28700,"1,911,900"
28701,carboxyl
28702,695
28703,peasant
28704,186.8
28705,kyodo
28706,ngc
28707,shopp
28708,1155
28709,midwestern
28710,simplest
28711,futher
28712,deal
28713,bore
28714,"44,640"
28715,"3,345,000"
28716,padukka
28717,glycerin
28718,109.9
28719,ala.
28720,andrew
28721,481
28722,"831,901"
28723,eurodebt
28724,frustrat
28725,wealth
28726,custodi
28727,iv
28728,3.69
28729,"681,800"
28730,space
28731,anniversari
28732,liff
28733,below-averag
28734,greyhound
28735,tfit
28736,tartou
28737,exploit
28738,northermost
28739,sinc
28740,tehtaat
28741,stiffer
28742,orlean
28743,clt
28744,set-asid
28745,encourg
28746,mamman
28747,1979
28748,206.1
28749,mediterranean
28750,primark
28751,mccune
28752,"637,800"
28753,wane
28754,everli
28755,trabajador
28756,nonetheless
28757,sigh
28758,30.21
28759,7220
28760,seemingli
28761,thomson
28762,"530,000"
28763,"1,225,000"
28764,0.37
28765,"325,900"
28766,19.8
28767,9.82
28768,"165,600"
28769,trans-alaska
28770,26
28771,"7,500"
28772,tio2
28773,ncro.l
28774,trauma
28775,291
28776,boti
28777,horn
28778,baron
28779,"1,074,000"
28780,mini-contract
28781,"4,107,713"
28782,wenatche
28783,kick
28784,classic
28785,pertin
28786,val
28787,k-o-p
28788,tayer
28789,okongwu
28790,extensif
28791,34.10
28792,creat
28793,ib
28794,fonderen
28795,pasn
28796,neg
28797,bolivar-denomin
28798,sixten
28799,driven
28800,foresak
28801,postur
28802,rigor
28803,gfi
28804,post-detent
28805,garag
28806,232.1
28807,amsouth
28808,modul
28809,sartaj
28810,end-1985
28811,"2,026,017"
28812,"3,956,126"
28813,10-11
28814,surmis
28815,2.43
28816,onw
28817,gralewicz
28818,echo
28819,ekofisk
28820,wal
28821,topp
28822,a-h
28823,breeder
28824,europeiska
28825,dockwork
28826,tractebel
28827,trelleborg
28828,counter-bal
28829,oct
28830,cv
28831,fec
28832,1.76
28833,206
28834,1987-januari
28835,evelyn
28836,haeck
28837,"6,922,949"
28838,ek
28839,5.63-65
28840,ken
28841,ltd
28842,"2,729,000"
28843,97.169
28844,substitut
28845,softwood
28846,hillenbrand
28847,eighth
28848,apil
28849,"55,200"
28850,gilead
28851,woolworth
28852,g.i
28853,"1,466,907"
28854,"20,406"
28855,elsinor
28856,ladl
28857,463
28858,ctbc
28859,lazaro
28860,outlook
28861,"4,982,000"
28862,298.2
28863,grenada
28864,primagaz
28865,nevada
28866,hall
28867,winkl
28868,rough
28869,181.1
28870,crack
28871,82-88
28872,167
28873,chivanu
28874,47.50
28875,modifi
28876,submarin
28877,56.89
28878,bii
28879,"689,038"
28880,"901,648"
28881,veteran
28882,6-1
28883,"1,034,000"
28884,al-awsat
28885,crew
28886,"217,449"
28887,highly-secret
28888,analys
28889,"92,986,000"
28890,habbel
28891,levon
28892,109.8
28893,retir
28894,utrecht
28895,astra
28896,grain-grow
28897,winterbottom
28898,nanticok
28899,milbank
28900,"1,423,000"
28901,7-11
28902,800.7
28903,pollock
28904,whatev
28905,13.00
28906,iafmm
28907,25.53
28908,achiev
28909,4.38
28910,d-ga.
28911,shelard
28912,helmut
28913,"2,770,243"
28914,1.28
28915,jail
28916,cutback
28917,54.38
28918,flf
28919,buoyanc
28920,"719,700"
28921,hlc
28922,"217,000"
28923,dissid
28924,149-1
28925,prov
28926,3.7991
28927,region
28928,mett
28929,6-10
28930,sockerfabrik
28931,object
28932,hardest
28933,15-pct
28934,"928,000"
28935,"1,666,908"
28936,"729,000"
28937,"511,000"
28938,allegedli
28939,desir
28940,mauricio
28941,ex-im
28942,scarc
28943,commmon
28944,mri-a
28945,rigolleau
28946,zimmer
28947,144.50
28948,sherwoood
28949,"3,482,066"
28950,non-american
28951,catalog
28952,then-exist
28953,98.574
28954,53.27
28955,ademco
28956,amdc
28957,"6,095,000"
28958,mcauliff
28959,natsuo
28960,mongstad
28961,10.53
28962,bayg.f
28963,scime
28964,carrier
28965,caution
28966,"1,211,597"
28967,calmark
28968,hinton
28969,"232,000"
28970,648
28971,market-rel
28972,404.1
28973,emitt
28974,fring
28975,kamga
28976,"1,013,000"
28977,26.3
28978,heard
28979,conglommer
28980,"698,000"
28981,equimp
28982,20.9p
28983,product-for-product
28984,2.13
28985,extra-
28986,ofd
28987,non-underwritten
28988,enterra
28989,195.9
28990,mercer
28991,86
28992,pharmaceut
28993,hbw
28994,98.252
28995,8.7p
28996,17.4
28997,missil
28998,"6,325"
28999,carolina
29000,fabk
29001,"1,190,000"
29002,46.9
29003,mahlmann
29004,e.d
29005,"5,507,000"
29006,tdw
29007,barberton
29008,iadb
29009,"1,565,900"
29010,"7,495,936"
29011,669
29012,mid-year
29013,lighter
29014,relax
29015,curti
29016,80th
29017,46.1
29018,88.2
29019,"268,797"
29020,underlin
29021,sou
29022,europ
29023,rexi
29024,pg
29025,doco
29026,6.41
29027,non-chem
29028,allen
29029,handl
29030,hon
29031,partial
29032,119.7
29033,"15,191,000"
29034,"478,991"
29035,dismal
29036,gw
29037,"752,234"
29038,harris-teet
29039,wedndsday
29040,7.52
29041,"9,427,000"
29042,partnership
29043,sterilis
29044,elli
29045,"3,555,000"
29046,sonatrach
29047,storeag
29048,"3,519,251"
29049,"4,985,000"
29050,esselt
29051,4.27
29052,"3,093,000"
29053,predefin
29054,21.34
29055,undertook
29056,todd
29057,tapioca
29058,"1,440,000"
29059,peac
29060,169.1
29061,"489,257"
29062,"6,740,000"
29063,6.17
29064,award
29065,"4,385,000"
29066,owen
29067,lusaka
29068,bb-minu
29069,561
29070,unwil
29071,implicitli
29072,82.6
29073,beteiligungsgesellschaft
29074,tigten
29075,heung
29076,1.38
29077,energi
29078,polard
29079,104.98
29080,end-of-jun
29081,auster
29082,"2,524,000"
29083,20-30
29084,yogurt-rel
29085,reggio
29086,domestically-produc
29087,paso
29088,layday
29089,rothman
29090,bankrupt
29091,edgardo
29092,"3,337,284"
29093,australia-new
29094,softer
29095,cabrera
29096,iea
29097,"263,708"
29098,coop
29099,"1,825,000"
29100,deficit-cov
29101,bancario
29102,thl
29103,taft-narragansett
29104,sandbank
29105,sword
29106,dirham
29107,hold
29108,incumb
29109,sa
29110,louisvil
29111,98-1
29112,hydro
29113,shorten
29114,aloha
29115,98.5
29116,fals
29117,"2,243,377"
29118,naira
29119,collater
29120,honesti
29121,98.9
29122,youssri
29123,fuji
29124,pot
29125,nikkeiren
29126,437
29127,14.350
29128,vazquez-rana
29129,mtsr
29130,"945,000"
29131,schedul
29132,petersburg
29133,buchanan
29134,326
29135,cruis
29136,american-mad
29137,overwhelmingli
29138,16-1
29139,tdcx
29140,ldp
29141,phoenixvil
29142,"2,035"
29143,mandatori
29144,ppo
29145,10th
29146,nugget
29147,galleri
29148,65.75
29149,airtight
29150,dyneer
29151,followed-up
29152,greater
29153,isoglucos
29154,"8,617,000"
29155,"794,000"
29156,stave
29157,preciou
29158,francin
29159,irna
29160,morri
29161,dgsg.f
29162,sole-manag
29163,kredi
29164,ar
29165,draconian
29166,"177,000"
29167,mark-denomin
29168,renminbi
29169,nepal
29170,particulari
29171,370.1
29172,david
29173,abolish
29174,exaia
29175,seamen
29176,tell
29177,wrangl
29178,offend
29179,8.6
29180,touch
29181,-franc
29182,intermediate-term
29183,mcminimi
29184,11.52
29185,gravel
29186,"133,265"
29187,youth
29188,traget
29189,woven
29190,snack
29191,"579,600"
29192,"6,455,525"
29193,mereeni
29194,mcintyr
29195,desi
29196,6.1
29197,maiz
29198,scale
29199,'ll
29200,markey
29201,sepemb
29202,cassa
29203,martel
29204,thunderstorm
29205,1.15-1.20
29206,handi
29207,fwf
29208,gruop
29209,6.31
29210,student
29211,ap
29212,"556,000"
29213,"3,054,457"
29214,raymond
29215,639.7
29216,15.37
29217,133.75
29218,yr-ago
29219,aspir
29220,schwatz
29221,stewart
29222,248.44
29223,60.4
29224,0.285
29225,"1,795,908"
29226,146.40
29227,8p
29228,paringa
29229,catalyt
29230,mcarthur
29231,allied-sign
29232,often-fat
29233,castlegar
29234,clone
29235,storm
29236,hubbard
29237,198
29238,.999
29239,perish
29240,5.30
29241,1.32
29242,petrol
29243,eca
29244,"2,341,818"
29245,"1,897,000"
29246,rubbertech
29247,rubbl
29248,"3,656,000"
29249,2.72
29250,usual
29251,speakership
29252,gobbl
29253,dn61
29254,"157,040"
29255,maxxam
29256,stuf
29257,176.4
29258,simplic
29259,coooper
29260,"1,283,000"
29261,stane
29262,drhm
29263,kitchen
29264,130p
29265,10.514
29266,leiner
29267,0.015
29268,dedic
29269,1430
29270,burbank
29271,kreditkass
29272,dessic
29273,998.4
29274,11-3
29275,"2,301,000"
29276,fosfa
29277,cambist
29278,unconvinc
29279,0.35
29280,47.7
29281,agr
29282,56.4
29283,hurri
29284,keewatin
29285,64.87
29286,lomk
29287,689
29288,unexpectedli
29289,suiker
29290,"195,000,000"
29291,"9,377,000"
29292,"963,000"
29293,held
29294,101-181
29295,'
29296,navig
29297,everyth
29298,51.2
29299,"38,608"
29300,guandong
29301,"7,250"
29302,"25,873,904"
29303,fssl
29304,"3,326,000"
29305,imatron
29306,beatl
29307,white
29308,upsw
29309,swim
29310,"18,616"
29311,fuerza
29312,crime
29313,frere
29314,polycarbon
29315,karen
29316,"653,411"
29317,paolo
29318,seven-year
29319,statoil
29320,"1,079.31"
29321,sni
29322,"1,661,023"
29323,"3,000"
29324,d-kan.
29325,culmin
29326,wildcat
29327,tsng
29328,prune
29329,ress
29330,8.3
29331,ifc
29332,freeport-mcmoran
29333,"1,609"
29334,76.09
29335,"363,000"
29336,cpl
29337,open-market
29338,"5,325,000"
29339,"593,000"
29340,sevic
29341,avil
29342,clark
29343,manufacturer
29344,share.it
29345,breakdown
29346,tissot
29347,"1,092,000"
29348,12-nation
29349,genfin
29350,"25,114,000"
29351,presidenti
29352,51.24
29353,consortium
29354,"233,641"
29355,hemileia
29356,320-foot
29357,523.74
29358,geni
29359,lanston
29360,362.7
29361,sunyou
29362,lpx
29363,4.23
29364,adnea
29365,wildlif
29366,greenwich
29367,eighty-octan
29368,tourism
29369,119.1
29370,75-member
29371,wid
29372,"1,411,000"
29373,cattani
29374,ciba
29375,"3,196"
29376,liberian
29377,circul
29378,guidepost
29379,58.1
29380,soekor
29381,"119,400"
29382,"2,001,000"
29383,sake
29384,circuitri
29385,inch
29386,armonk
29387,marai
29388,expiri
29389,iraq
29390,dong
29391,mandat
29392,"4,481,000"
29393,border
29394,grower
29395,enzn
29396,"92,552"
29397,dbp
29398,hunter
29399,panic
29400,negotit
29401,swell
29402,abbey
29403,mid-novemb
29404,2058
29405,"2,526,425"
29406,gold
29407,"2,102,000"
29408,reagan
29409,1985-89
29410,month-to-month
29411,figaro
29412,26-week
29413,april-march
29414,keg
29415,naiv
29416,request
29417,outsid
29418,ucpb-control
29419,7-3
29420,161.32
29421,stock-hold
29422,18.94
29423,nut
29424,125.1
29425,avco
29426,douna
29427,lieb
29428,corrected-lilli
29429,foster
29430,53-1
29431,"1,060,848"
29432,areia
29433,13-d
29434,"136,029"
29435,"2,121"
29436,405.9
29437,55.5
29438,11.99
29439,"40,453,000"
29440,queri
29441,"223,000"
29442,"286,000"
29443,unfr
29444,tongu
29445,"4,236,000"
29446,bureaucraci
29447,secondli
29448,laurenc
29449,"583,715"
29450,kantonalbank
29451,pre-pay
29452,primaga
29453,flag
29454,boiler
29455,megaphon
29456,moore-mccormack
29457,plain
29458,1.4
29459,tax-fre
29460,12.23
29461,permian
29462,lonsdal
29463,5.22
29464,"3,814,891"
29465,barter
29466,97.0p
29467,way
29468,cleric
29469,191.7
29470,gem
29471,asssess
29472,permalin
29473,sep
29474,sfem
29475,3.18
29476,maxtor
29477,"12,003"
29478,119.0
29479,bout
29480,butcher
29481,203.5
29482,fereidun
29483,xerox
29484,764
29485,419.29
29486,malacarn
29487,"1,325"
29488,norton
29489,134-12
29490,pora
29491,wirtschaftswoch
29492,"6,100"
29493,extend
29494,'n
29495,concession
29496,"699,037"
29497,"1,101,633"
29498,atcma
29499,alsacienn
29500,top-level
29501,avoid
29502,283
29503,82.9
29504,30-40
29505,fiber
29506,accept
29507,"4,798,000"
29508,pre-organ
29509,"106,490"
29510,103-3
29511,pro
29512,countrywid
29513,13.4
29514,6-5
29515,durg
29516,"534,209"
29517,quell
29518,8.788
29519,asp
29520,"1,334,950"
29521,545.6
29522,compact-disc
29523,publicli
29524,roaster
29525,georg
29526,poona
29527,funaro
29528,700-800
29529,compositair
29530,43.87
29531,"474,000"
29532,beverag
29533,loan
29534,60p
29535,"380,000"
29536,rice
29537,fso
29538,dion
29539,may-apr
29540,psnc
29541,"3,546,000"
29542,cupertino
29543,188.6
29544,antioquia
29545,49.97
29546,rubio
29547,"4,104,000"
29548,lon
29549,saviour
29550,clinic
29551,theme
29552,tighten
29553,smoulder
29554,brightest
29555,industriali
29556,such
29557,newfoundland
29558,27.4
29559,11.10
29560,sami
29561,mute
29562,metromedia
29563,mitchel
29564,auburn
29565,templeton
29566,overproduc
29567,63.7
29568,wiegand
29569,cd-rom
29570,1.96
29571,jeoffrey
29572,"29,000"
29573,222.42
29574,peace-keep
29575,haggard
29576,sabotag
29577,half-hour
29578,mcdonnel
29579,"30,236"
29580,cold-rol
29581,neglect
29582,slovenia
29583,6.34322
29584,111.0
29585,point
29586,milner
29587,oil-gener
29588,gmbh
29589,early-ric
29590,harakiri
29591,locker
29592,shot
29593,hebei
29594,salad
29595,dogmat
29596,judg
29597,"892,000"
29598,non-continu
29599,kltj
29600,ownership
29601,46-dlr-per-shar
29602,dubuqu
29603,judici
29604,bilbao
29605,gundi
29606,"551,000"
29607,fourteen
29608,overstock
29609,101-3
29610,"9,918,413"
29611,"191,614"
29612,seton
29613,holt
29614,maar
29615,knss-fm
29616,"611,000"
29617,1.30
29618,sit-in
29619,mmb
29620,european-bas
29621,eurofranc
29622,"4,278,055"
29623,589.3
29624,reson
29625,96.20-22
29626,embolden
29627,224.22
29628,illusori
29629,spoken
29630,1977
29631,"111,431"
29632,marmara
29633,181
29634,founder
29635,"7,671,855"
29636,3.876
29637,99
29638,iniciativa
29639,5.60
29640,wilton
29641,unp
29642,380p
29643,bkso
29644,271.2
29645,cruzeiro
29646,d-iowa
29647,baudouin
29648,aa
29649,deadbeat
29650,"27,900"
29651,undoubtedli
29652,"954,000"
29653,0.185
29654,ibca
29655,boral
29656,acuqir
29657,rescu
29658,"1,351,000"
29659,in-process
29660,afresh
29661,linkup
29662,primiari
29663,"2,232,400"
29664,supplement
29665,"225,000"
29666,haffenden
29667,all-suit
29668,wolff
29669,mnr
29670,t-bill
29671,802.8
29672,ernst
29673,quist
29674,one-x
29675,texaco
29676,242.9
29677,58.7
29678,427
29679,krugerrand
29680,517.19
29681,excess
29682,infest
29683,"232,049"
29684,83.68
29685,welgen
29686,long-term
29687,"118,933"
29688,mine
29689,oil-bas
29690,mindscap
29691,reproduc
29692,saskatchewan
29693,"3,982,000"
29694,198.7
29695,megabank
29696,geophys
29697,ste
29698,"30,000"
29699,wind
29700,unifi
29701,0.194
29702,gami
29703,sieb
29704,"238,821,000"
29705,"807,000"
29706,presidentail
29707,pinch
29708,hotel
29709,second-quart
29710,somth
29711,1.59
29712,yfed
29713,catch
29714,pantri
29715,maamoun
29716,997.00
29717,8.7
29718,17
29719,53.40
29720,aeronaut
29721,21.94
29722,il
29723,catastroph
29724,40.61
29725,heritag
29726,bouy
29727,13.02
29728,650.7
29729,disinfl
29730,ishikawajima-harima
29731,"280,000"
29732,switchboard
29733,medford
29734,100-7
29735,16.39
29736,"500,000-strong"
29737,u.s.-inspir
29738,bernardo
29739,other
29740,tpo
29741,19.1p
29742,87.0
29743,"199,944"
29744,self-contain
29745,palomino
29746,ginni
29747,20.61
29748,abus
29749,partit
29750,stki
29751,want
29752,hoy
29753,split
29754,988.2
29755,usw
29756,99-28
29757,356.2
29758,freestand
29759,hayashi
29760,mcmillan
29761,christma
29762,tpn.pa
29763,9.72
29764,m2
29765,"1,375,000"
29766,mare
29767,10.572
29768,bitx
29769,nearli
29770,jan'87
29771,canton
29772,ham
29773,jukardi
29774,illumin
29775,"430,027"
29776,low-pow
29777,bunch
29778,denatur
29779,"819,000"
29780,homework
29781,soyoil
29782,1.58
29783,542
29784,6.755
29785,"653,464"
29786,malmgreen
29787,"132,804"
29788,pfina
29789,57.97
29790,them
29791,goven
29792,"1,817,697"
29793,morocco
29794,regardless
29795,monoclon
29796,"4,726,937"
29797,33.34
29798,.893
29799,byproduct
29800,"1,321,940"
29801,al-chalabi
29802,"17,000"
29803,resler
29804,creation
29805,fuso
29806,"216,200"
29807,seafood
29808,port
29809,svenska
29810,fusion
29811,forest
29812,b.c
29813,non-publ
29814,20012
29815,"2,486"
29816,s.australia
29817,erk
29818,yamani
29819,351.6
29820,chimbot
29821,fischer
29822,3.82
29823,piedmont
29824,95.75
29825,hoist
29826,repres
29827,greenlawn
29828,17.85
29829,55.8-r
29830,act
29831,droit
29832,61.92
29833,tobago
29834,buckhannon
29835,nonperform
29836,wilmington
29837,56.4p
29838,14.51
29839,sell
29840,polypropylen
29841,recurr
29842,"6,960,700"
29843,far
29844,bauxit
29845,lakeland
29846,7.65
29847,heat
29848,aluminium
29849,outflow
29850,"3,659,600"
29851,hitherto
29852,"5,437,000"
29853,tass
29854,ccbp
29855,sharpli
29856,"5,595,644"
29857,irrevers
29858,vice-chairmen
29859,mechanis
29860,7.66
29861,beira
29862,are
29863,condom
29864,passseng
29865,saito
29866,29.41
29867,westmin
29868,chee
29869,bind
29870,rerefin
29871,belveder
29872,inpati
29873,deerfield
29874,whether
29875,non-convent
29876,"1,194,556"
29877,15.26
29878,polit
29879,"2,503,451"
29880,6.5
29881,"1,940,000"
29882,hndh.hk
29883,mizushima
29884,injuct
29885,dbcm
29886,triguna
29887,"51,600"
29888,"2,041,000"
29889,bcw
29890,n.a
29891,showpiec
29892,inconsider
29893,garlem
29894,differ
29895,"2,957,000"
29896,"1,775,000"
29897,bolar
29898,ehrlich
29899,corn
29900,120.88
29901,engend
29902,establish
29903,wholes
29904,midstat
29905,bolivar
29906,2-year-old
29907,origin
29908,meadow
29909,"253,067"
29910,1.503
29911,"1,356,400"
29912,redemt
29913,strive
29914,kdi
29915,"414,331"
29916,taxabl
29917,brighton
29918,12.7
29919,68-
29920,litter
29921,union
29922,eep
29923,.................
29924,"419,196"
29925,aspect
29926,d'or
29927,b-3
29928,single-point
29929,led
29930,havanonda
29931,gen
29932,goldsil
29933,"1,335"
29934,freeli
29935,288.2
29936,28.02
29937,temperatur
29938,"3,202,355"
29939,"3,483,000"
29940,"5,023,401"
29941,585
29942,odchimar
29943,quartz
29944,hre
29945,"6,048"
29946,kobeya
29947,bennett
29948,come-back
29949,152.50
29950,197.5
29951,seeco
29952,0.7665
29953,ericsson
29954,..
29955,linear
29956,buold
29957,7.16
29958,6.56p
29959,"2,996,903"
29960,box
29961,215.2
29962,"1,291,000"
29963,22.09
29964,hwhh.h
29965,owner
29966,"7,972,000"
29967,pitman-moor
29968,mould
29969,87.5
29970,"466,800"
29971,costa
29972,150
29973,"946,024"
29974,carl
29975,"1,580"
29976,"91,360,000"
29977,counterpoint
29978,ormet
29979,"366,953"
29980,solchaga
29981,naphtha
29982,preopen
29983,9.40
29984,sardin
29985,re-ori
29986,newly-issu
29987,"79,014"
29988,import-depend
29989,160
29990,"3,113,074"
29991,martinsvil
29992,wopuld
29993,38-hour-week
29994,"2,906,000"
29995,"9,421,000"
29996,"11,000"
29997,"119,954"
29998,minc
29999,steelmil
30000,meteorolog
30001,2.16
30002,"1,192,000"
30003,710p
30004,"5,922"
30005,253.9
30006,ecopetrol
30007,uobm.si
30008,moorhead
30009,15.76
30010,ek.n
30011,pana.
30012,minpeco
30013,absorb
30014,539.2
30015,95.50
30016,"2,599,000"
30017,cucd
30018,0.210
30019,997.1
30020,"238,700"
30021,autobiographi
30022,96.30
30023,dug
30024,hollist
30025,guangdong
30026,fall-off
30027,gradin
30028,12.125
30029,intellectu
30030,"3,00"
30031,natur
30032,rmi
30033,rolf
30034,hard-to-replac
30035,"209,177"
30036,framework
30037,c.
30038,itea
30039,390p
30040,noodl
30041,interlink
30042,73.23
30043,japan-bas
30044,9.41
30045,"90,944"
30046,bbd
30047,"7,424,292"
30048,shc
30049,"1,700,0000"
30050,bullet
30051,sunflow
30052,cross
30053,biwc
30054,shipown
30055,1999
30056,0400
30057,19.9
30058,genova
30059,nf
30060,110.5
30061,multipl
30062,0.13
30063,allegi
30064,.3322
30065,rtb
30066,"1,004,000"
30067,"4,345"
30068,noncommitt
30069,kinshasa
30070,soviet-built
30071,1.508
30072,unplac
30073,valero-back
30074,trans-info
30075,"19,488,587"
30076,gelco
30077,cawl.l
30078,"4,040,000"
30079,underwrit
30080,multilater
30081,gy
30082,pmk
30083,"5,724,000"
30084,capabl
30085,bellevu
30086,"2,310,200"
30087,"714,905"
30088,"566,429"
30089,smli
30090,0-92
30091,wdh
30092,kwvt
30093,"448,000"
30094,kresg
30095,aegon
30096,"100,000-member"
30097,21.60
30098,112.5-r
30099,3.4
30100,employ
30101,freed
30102,14.391
30103,three-day
30104,31.6
30105,"222,842"
30106,120.03
30107,96-7
30108,european
30109,325.5
30110,hso
30111,"3,649,000"
30112,"351,000"
30113,frugal
30114,276
30115,"6,050"
30116,1953
30117,n.j
30118,retriev
30119,3.65
30120,granit
30121,"4,014,000"
30122,15.25
30123,111.9
30124,104.55
30125,kayaba
30126,termin
30127,19.05
30128,hainan
30129,76.83
30130,batam
30131,mi-tech
30132,colquiri
30133,73.2
30134,6.87
30135,"2,603,588"
30136,"70,000"
30137,leav
30138,"799,000"
30139,"1,671,000"
30140,"760,500"
30141,wallingford
30142,pechiney
30143,b-1
30144,configur
30145,"269,000"
30146,mcfe
30147,"137,686"
30148,lindner
30149,branch
30150,"1,495,000"
30151,83.6
30152,suharto
30153,4.26
30154,tanzania
30155,instrumentarium
30156,designe
30157,spain
30158,"1,190,862"
30159,38.6
30160,108.96
30161,dbkg.fra
30162,103
30163,widespread
30164,psg
30165,68.35
30166,jesu
30167,soil
30168,baur
30169,larkvil
30170,segment
30171,whiski
30172,fichtel
30173,ecl
30174,96.08-12
30175,karl-herbert
30176,huge
30177,"27,381"
30178,21.4
30179,helig-mey
30180,farm-rel
30181,dental
30182,1967
30183,"686,914"
30184,"6,430,000"
30185,toyo
30186,long-rang
30187,bokl.l
30188,d'electro
30189,esg
30190,michel
30191,10.59
30192,mbank
30193,unti
30194,654
30195,891.2
30196,greek
30197,one-fifth
30198,beasley
30199,friction
30200,index
30201,"7,258,688"
30202,jealous
30203,1981-1983
30204,6.73
30205,bach
30206,encor
30207,524p
30208,99.375
30209,267.2
30210,end-septemb
30211,tast
30212,whelan
30213,bank-hold
30214,73.3
30215,franco-american
30216,"5,188,000"
30217,protect
30218,tustin
30219,van
30220,everyon
30221,energy-bas
30222,locally-mad
30223,jacobson
30224,"11,908,000"
30225,inequit
30226,238
30227,refractori
30228,"270,400"
30229,abi
30230,"452,000"
30231,overcapac
30232,"3,235,907"
30233,"258,591"
30234,"2,522,000"
30235,p.j
30236,ldbc
30237,siregar
30238,harm
30239,opprobrium
30240,10.6
30241,game
30242,fruehauf
30243,sta
30244,excchang
30245,593.5
30246,adjourn
30247,santand
30248,crystallin
30249,groundwork
30250,gunnar
30251,omnibu
30252,delewar
30253,acrt
30254,erkki
30255,eridania
30256,bellingham
30257,europeisk
30258,arm
30259,dime
30260,10.03
